Trajectory ID,Mol smiles,Molality,Monomer Molecular Weight,Degree of Polymerization,Density,CONDUCTIVITY,TFSI Diffusivity,Li Diffusivity,Poly Diffusivity,Transference Number
28364,CC(C)(C)C(COC(=O)[Au])O[Cu],1.3891e+0,4.0468e+2,3.1000e+1,1.2142e+0,1.6044e-5,1.7902e-8,1.8977e-8,9.6576e-9,-2.1821e-1
28365,CC(CCN[Cu])NC(=O)CNCCNC(=O)[Au],1.4799e+0,4.7478e+2,1.3000e+1,1.3310e+0,9.4115e-5,1.9196e-8,1.8298e-8,1.3995e-8,4.1960e-1
28366,COCCNC(=O)C(NC(=O)[Au])C(C)(C)O[Cu],1.4851e+0,4.7675e+2,3.1000e+1,1.3640e+0,7.6256e-5,2.5670e-8,1.4804e-8,7.2147e-9,-2.4313e-1
28367,O=C([Au])NC(CO[Cu])C(=O)NCC(F)F,1.3778e+0,4.5465e+2,3.1000e+1,1.6068e+0,8.3099e-5,2.2075e-8,1.4396e-8,9.0244e-9,1.9705e-1
28368,CN(CCNC(=O)[Au])C(=O)C(CC(=O)O)N[Cu],1.3487e+0,4.7572e+2,1.9000e+1,1.4828e+0,5.0344e-5,1.2314e-8,8.1374e-9,6.2984e-9,2.2454e-1
28369,O=C([Au])NCCCCCCN[Cu],1.4592e+0,4.0271e+2,1.7000e+1,1.2393e+0,1.0579e-4,3.3639e-8,2.4953e-8,2.0507e-8,4.7567e-1
28370,CC(C)C(COC(=O)[Au])NCC(C)(C)O[Cu],1.4415e+0,4.6178e+2,1.9000e+1,1.1875e+0,3.2325e-5,3.7459e-8,1.6768e-8,1.5434e-8,-9.2380e-1
28371,CCCC(CCC)NCC(CO[Cu])OC(=O)[Au],1.4916e+0,4.7581e+2,3.1000e+1,1.1393e+0,6.5571e-5,7.7847e-8,3.7773e-8,3.5023e-8,-9.7608e-1
28372,CCCC(C)(CO[Cu])COC(=O)[Au],1.3409e+0,4.1871e+2,2.6000e+1,1.1934e+0,1.0034e-5,1.0224e-8,6.8053e-9,1.0206e-8,-9.2949e-2
28373,CCCC(CCCOC(=O)[Au])O[Cu],1.4243e+0,4.1871e+2,2.2000e+1,1.2112e+0,5.3566e-5,4.4366e-8,2.2158e-8,3.4474e-8,-4.8834e-1
28374,CC(C)(NC(=O)C(CN[Cu])OC(=O)[Au])C(N)=O,1.4922e+0,4.7572e+2,3.1000e+1,1.4389e+0,1.1291e-4,2.0823e-8,2.1804e-8,9.7680e-9,3.9884e-1
28375,CCC(CNCC(C)(CC)O[Cu])OC(=O)[Au],1.4415e+0,4.6178e+2,1.9000e+1,1.1874e+0,5.0192e-5,4.5300e-8,2.5678e-8,2.6315e-8,-4.0827e-1
28376,CC(C)(CC(=O)CC(C)(C)OC(=O)[Au])O[Cu],1.4488e+0,4.6075e+2,1.9000e+1,1.2537e+0,2.3660e-5,1.5516e-8,6.8407e-9,8.1589e-9,-1.4663e-1
28377,CC(=O)NCC(COC(=O)[Au])NCCO[Cu],1.4348e+0,4.6272e+2,1.9000e+1,1.3781e+0,8.2639e-5,2.7890e-8,1.5197e-8,1.5992e-8,2.1032e-1
28378,CCCCC(CC)NCC(CO[Cu])OC(=O)[Au],1.4916e+0,4.7581e+2,3.1000e+1,1.1871e+0,2.1554e-5,3.7749e-8,3.0149e-8,1.7680e-8,-1.4285e-1
28379,CCCCCC(C)NC(CO[Cu])COC(=O)[Au],1.4808e+0,4.7581e+2,2.6000e+1,1.1841e+0,2.7716e-5,4.9761e-8,2.2453e-8,3.0468e-8,-5.1433e-1
28380,CC(C)(CNCC(C)(C)O[Cu])COC(=O)[Au],1.4486e+0,4.6178e+2,1.7000e+1,1.1798e+0,2.9859e-5,1.6649e-8,1.5502e-8,1.6859e-8,2.4330e-1
28381,CCCCCCNC(CO[Cu])COC(=O)[Au],1.3572e+0,4.6178e+2,2.6000e+1,1.1805e+0,3.6782e-5,4.0779e-8,1.9399e-8,3.0673e-8,-1.8222e-2
28382,CC(C)(O[Cu])C(OC(=O)[Au])C(=O)NCC(=O)O,1.4787e+0,4.7769e+2,3.1000e+1,1.4958e+0,5.2675e-5,1.2035e-8,1.3519e-8,8.6112e-9,1.7859e-1
28383,CN(CCCOC(=O)[Au])C(=O)CNCCN[Cu],1.4732e+0,4.7577e+2,1.3000e+1,1.3183e+0,9.1902e-5,3.1745e-8,2.0238e-8,2.1520e-8,2.6515e-1
28384,CCN(CC(=O)O)C(=O)C(COC(=O)[Au])N[Cu],1.4854e+0,4.7671e+2,3.1000e+1,1.4922e+0,2.2393e-5,7.4109e-9,5.3528e-9,6.3235e-9,5.6102e-2
28385,CC(=O)NCC(CNCCCO[Cu])OC(=O)[Au],1.4990e+0,4.7675e+2,1.7000e+1,1.3474e+0,4.9043e-5,1.4096e-8,9.1337e-9,1.0837e-8,2.8727e-1
28386,CNC(=O)C(=O)N(CCN[Cu])CCOC(=O)[Au],1.3487e+0,4.7572e+2,1.9000e+1,1.4226e+0,4.2223e-5,1.5632e-8,1.0723e-8,7.6733e-9,1.4537e-1
28387,CS(C)(=O)=NC(=O)C(CNC(=O)[Au])O[Cu],1.2975e+0,4.6674e+2,3.1000e+1,1.5075e+0,1.0517e-4,2.3279e-8,2.4492e-8,1.1386e-8,2.1653e-1
28388,CC(C)(C)C#CC(=O)NCC(CO[Cu])OC(=O)[Au],1.4260e+0,4.8576e+2,3.1000e+1,1.2840e+0,5.1089e-5,2.4811e-8,1.1889e-8,6.8610e-9,1.4861e-1
28389,CC(C)C#CC(=O)NCC(COC(=O)[Au])O[Cu],1.2669e+0,4.7173e+2,3.1000e+1,1.3128e+0,7.9639e-5,4.2856e-8,2.0737e-8,1.5458e-8,-1.1078e-1
28390,CN(CCCOC(=O)[Au])CC(C)(C)O[Cu],1.4146e+0,4.4775e+2,1.7000e+1,1.2212e+0,4.0217e-5,2.1910e-8,1.5755e-8,1.9845e-8,1.2044e-1
28391,COCCC(N[Cu])C(=O)N(C)CCNC(=O)[Au],1.3485e+0,4.7577e+2,1.9000e+1,1.3376e+0,5.9036e-5,1.4818e-8,1.4964e-8,6.1180e-9,3.6482e-1
28392,CC(CONC(=O)C(C)NC(=O)[Au])N[Cu],1.4149e+0,4.4771e+2,1.7000e+1,1.3991e+0,6.2400e-5,1.5293e-8,1.0930e-8,9.0362e-9,4.2364e-1
28393,O=C(O)CSCC(COC(=O)[Au])O[Cu],1.3917e+0,4.5270e+2,3.1000e+1,1.5626e+0,2.5818e-5,1.5842e-8,1.1509e-8,1.3353e-8,-1.5613e-1
28394,CC(C#N)CNC(=O)CC(CN[Cu])OC(=O)[Au],1.2669e+0,4.7173e+2,3.1000e+1,1.3643e+0,2.9537e-5,1.2086e-8,3.5625e-9,6.2706e-9,5.1950e-2
28395,O=CC(COC(=O)[Au])O[Cu],1.3781e+0,3.7658e+2,3.1000e+1,1.5695e+0,5.2636e-5,1.8027e-8,9.2536e-9,7.5223e-9,1.2663e-1
28396,C#CC(C)NC(=O)C(CN[Cu])NC(=O)[Au],1.4757e+0,4.4171e+2,3.1000e+1,1.3935e+0,2.3370e-5,8.6372e-9,5.0316e-9,3.9274e-9,8.4617e-2
28397,CC(OC(=O)[Au])C(CNC(=O)C(=O)O)O[Cu],1.3170e+0,4.6366e+2,3.1000e+1,1.5283e+0,4.9992e-5,1.8159e-8,1.0114e-8,9.2031e-9,8.7297e-2
28398,CN(CCO[Cu])CCC(C)(C)OC(=O)[Au],1.4146e+0,4.4775e+2,1.7000e+1,1.2218e+0,3.7008e-5,2.5812e-8,1.4674e-8,2.2469e-8,8.8890e-2
28399,CC(CN(C)CCCCOC(=O)[Au])N[Cu],1.3842e+0,4.4677e+2,1.6000e+1,1.1898e+0,4.8401e-5,2.6385e-8,1.4413e-8,2.9589e-8,3.7699e-2
28400,CCC(CNC(CO[Cu])C(=O)O)OC(=O)[Au],1.4279e+0,4.6371e+2,1.9000e+1,1.3872e+0,2.5307e-5,1.6055e-8,1.1292e-8,1.0026e-8,5.4110e-2
28401,CCC(CN(CC)CC(C)(C)O[Cu])OC(=O)[Au],1.3482e+0,4.7581e+2,1.9000e+1,1.1705e+0,3.3647e-5,4.2702e-8,2.7950e-8,3.0036e-8,-6.4862e-1
28402,CCN(CCCC(C)N[Cu])CCOC(=O)[Au],1.4053e+0,4.6080e+2,1.6000e+1,1.1863e+0,6.1593e-5,3.3446e-8,2.2970e-8,2.6922e-8,-4.9592e-2
28403,CC(C)CCC(C)NC(CO[Cu])COC(=O)[Au],1.4808e+0,4.7581e+2,2.6000e+1,1.1732e+0,4.9293e-5,6.7255e-8,4.6966e-8,4.1540e-8,-5.3321e-1
28404,CONC(=O)C(NC(=O)[Au])C(C)(C)O[Cu],1.4212e+0,4.4870e+2,3.1000e+1,1.3895e+0,2.3212e-5,9.7500e-9,4.8880e-9,3.3309e-9,4.0034e-2
28405,CC(CNC(C)(CO[Cu])C(=O)O)OC(=O)[Au],1.4279e+0,4.6371e+2,1.9000e+1,1.3657e+0,2.3416e-5,1.9673e-8,1.4088e-8,1.4630e-8,-2.7838e-1
28406,N#CCCC(=O)NCC(COC(=O)[Au])O[Cu],1.3498e+0,4.5869e+2,3.1000e+1,1.4591e+0,7.7538e-5,1.8651e-8,1.5879e-8,1.1954e-8,4.1395e-1
28407,O=C([Au])OC(CS)C(CS)O[Cu],1.4835e+0,4.4076e+2,3.1000e+1,1.5330e+0,5.5599e-5,2.9319e-8,2.0612e-8,1.5180e-8,-3.2932e-1
28408,C=CC(O[Cu])C(=O)NOCCOC(=O)[Au],1.4153e+0,4.4766e+2,1.7000e+1,1.4454e+0,6.8815e-5,2.0417e-8,1.3436e-8,1.4132e-8,2.2220e-2
28409,CC(C)C(CO[Cu])COC(=O)[Au],1.4703e+0,4.0468e+2,2.6000e+1,1.2500e+0,2.3104e-5,2.3778e-8,1.2019e-8,1.6397e-8,-4.4843e-1
28410,C=CC(C)(OC(=O)[Au])C(=O)NOCCO[Cu],1.4492e+0,4.6169e+2,1.7000e+1,1.4051e+0,7.1067e-5,2.4183e-8,1.5622e-8,1.3495e-8,7.7185e-2
28411,CCC(CC)(CNCC(C)O[Cu])OC(=O)[Au],1.4415e+0,4.6178e+2,1.9000e+1,1.1962e+0,4.3362e-5,3.4487e-8,1.3199e-8,1.8756e-8,-5.3364e-1
28412,CNC(=O)C(C)NC(=O)C(CO[Cu])NC(=O)[Au],1.4922e+0,4.7572e+2,3.1000e+1,1.4462e+0,6.8376e-5,1.7769e-8,1.3942e-8,5.7723e-9,2.9520e-1
28413,CCC(NC(=O)C(CO[Cu])NC(=O)[Au])C(N)=O,1.4922e+0,4.7572e+2,3.1000e+1,1.4619e+0,7.5378e-5,1.7395e-8,1.6353e-8,5.3209e-9,4.0636e-1
28414,CCC(CCOC(=O)[Au])CNC(C)C(C)O[Cu],1.4389e+0,4.7581e+2,1.6000e+1,1.1795e+0,3.2183e-5,4.2903e-8,2.2455e-8,2.9429e-8,-3.1681e-1
28415,COC(C)CNC(=O)C(CO[Cu])NC(=O)[Au],1.3230e+0,4.6272e+2,3.1000e+1,1.3666e+0,4.4618e-5,1.2329e-8,1.3609e-8,6.9680e-9,4.8151e-1
28416,CCC(CCO[Cu])CNCC(C)OC(=O)[Au],1.3985e+0,4.6178e+2,1.6000e+1,1.1891e+0,4.8900e-5,3.8670e-8,2.7220e-8,3.6177e-8,1.8411e-1
28417,CCC(=O)CNC(=O)C(N[Cu])C(C)OC(=O)[Au],1.4990e+0,4.7473e+2,3.1000e+1,1.3705e+0,7.8129e-5,2.1633e-8,2.4264e-8,9.7156e-9,3.9766e-1
28418,C#CCNC(=O)C(CCCN[Cu])NC(=O)[Au],1.4451e+0,4.5574e+2,2.2000e+1,1.3798e+0,5.1449e-5,1.6208e-8,8.4644e-9,7.9272e-9,2.1179e-1
28419,O=C(NCC#CCO[Cu])NCCCOC(=O)[Au],1.4928e+0,4.7272e+2,1.2000e+1,1.4295e+0,5.8703e-5,1.8514e-8,9.1848e-9,1.1847e-8,1.3991e-1
28420,CC(OC(=O)[Au])C(=O)NCC(O[Cu])C(=O)O,1.4282e+0,4.6366e+2,1.9000e+1,1.5395e+0,4.4058e-5,1.3985e-8,7.3635e-9,7.4090e-9,1.5394e-1
28421,CC(C)(CN[Cu])NC(=O)CNCCNC(=O)[Au],1.3752e+0,4.7478e+2,1.4000e+1,1.3178e+0,3.5475e-5,8.9329e-9,7.7966e-9,6.3493e-9,3.5227e-1
28422,C#CCNC(=O)CC(CN[Cu])OC(=O)[Au],1.4678e+0,4.4269e+2,3.1000e+1,1.4250e+0,6.7448e-5,1.9385e-8,1.3476e-8,7.1713e-9,6.8131e-2
28423,C=CC(CO[Cu])NC(=O)NCC#CCOC(=O)[Au],1.4149e+0,4.8473e+2,1.3000e+1,1.4022e+0,9.2361e-5,2.5026e-8,1.4943e-8,8.9254e-9,6.8247e-2
28424,N#CC(CO[Cu])NC(=O)[Au],1.4266e+0,3.7260e+2,3.1000e+1,1.5007e+0,3.7812e-5,9.8946e-9,5.2642e-9,4.6612e-9,2.0055e-1
28425,CCC(CN(C)CC(C)(C)CNC(=O)[Au])O[Cu],1.3612e+0,4.7482e+2,1.7000e+1,1.1530e+0,2.8925e-5,2.5142e-8,1.6627e-8,1.2619e-8,2.2187e-1
28426,CC(C)(C)CCN(CCN[Cu])CCNC(=O)[Au],1.3606e+0,4.7384e+2,1.9000e+1,1.1589e+0,5.2182e-5,2.3325e-8,1.2903e-8,1.2301e-8,2.2914e-1
28427,CC(CCCOC(=O)[Au])NC(=O)C(C)(C)N[Cu],1.4458e+0,4.7478e+2,1.6000e+1,1.2689e+0,1.1085e-4,2.8691e-8,2.7290e-8,1.5557e-8,4.6562e-1
28428,CNCCN(C)C(=O)C(COC(=O)[Au])N[Cu],1.3295e+0,4.6174e+2,3.1000e+1,1.3421e+0,9.4274e-5,3.4485e-8,1.9395e-8,1.0411e-8,2.0851e-3
28429,C#CC(C)(NC(=O)[Au])C(=O)NCC(=O)CCO[Cu],1.3822e+0,4.8473e+2,1.6000e+1,1.3958e+0,2.5061e-5,8.0659e-9,3.5813e-9,4.3622e-9,1.0566e-1
28430,O=C([Au])OCCCCCO[Cu],1.4270e+0,3.9066e+2,1.9000e+1,1.2792e+0,1.8961e-4,5.3036e-8,3.4965e-8,5.4859e-8,3.6841e-1
28431,CCCC(C)(CN[Cu])OC(=O)[Au],1.3986e+0,4.0370e+2,3.1000e+1,1.2125e+0,2.7016e-5,2.4161e-8,7.8466e-9,6.6760e-9,-1.2636e-1
28432,O=C([Au])OCC(N[Cu])C(O)=NO,1.3708e+0,4.0662e+2,3.1000e+1,1.6186e+0,3.7535e-5,1.0248e-8,8.5429e-9,1.0732e-8,2.2468e-1
28433,COC(=O)CCCNC(CN[Cu])CNC(=O)[Au],1.4810e+0,4.7577e+2,2.6000e+1,1.3415e+0,8.0924e-5,2.3503e-8,1.7458e-8,1.6388e-8,1.9710e-1
28434,CON=CC(=O)NCC(OC(=O)[Au])C(C)O[Cu],1.4854e+0,4.7671e+2,3.1000e+1,1.4249e+0,6.0634e-5,3.0007e-8,1.6396e-8,1.2378e-8,4.8864e-2
28435,CC(=O)NCC(COC(=O)[Au])NCC(C)O[Cu],1.3424e+0,4.7675e+2,1.9000e+1,1.3283e+0,6.4033e-5,1.9786e-8,1.1496e-8,1.0530e-8,2.6131e-1
28436,O=C([Au])NCCCC(=O)NCCCO[Cu],1.4585e+0,4.4672e+2,1.4000e+1,1.3518e+0,1.0289e-4,2.3006e-8,1.4668e-8,1.5185e-8,2.4906e-1
28437,CCC(C)(CO[Cu])COC(=O)[Au],1.4703e+0,4.0468e+2,2.6000e+1,1.2413e+0,3.9871e-5,3.0661e-8,1.7310e-8,2.0697e-8,9.6073e-2
28438,CNC(=O)C(C)NC(=O)C(CN[Cu])OC(=O)[Au],1.4922e+0,4.7572e+2,3.1000e+1,1.4442e+0,6.7456e-5,1.6695e-8,9.0430e-9,7.2369e-9,2.1319e-1
28439,CN(CCC(N)=O)C(=O)C(CN[Cu])OC(=O)[Au],1.4922e+0,4.7572e+2,3.1000e+1,1.4701e+0,5.7571e-5,1.5462e-8,1.4402e-8,9.0837e-9,3.2651e-1
28440,CC(COC(=O)[Au])CSCC(C)O[Cu],1.3924e+0,4.5078e+2,1.7000e+1,1.2980e+0,9.3549e-5,5.7033e-8,2.1690e-8,2.8715e-8,1.0094e-1
28441,O=C([Au])NCCCCCC(=O)NCCN[Cu],1.4678e+0,4.5977e+2,1.3000e+1,1.3153e+0,9.4959e-5,2.6052e-8,1.5760e-8,1.5970e-8,6.5222e-2
28442,O=C(COC(=O)[Au])NCCC(O[Cu])C(=O)O,1.4353e+0,4.6366e+2,1.7000e+1,1.5576e+0,5.0912e-5,1.0603e-8,8.4102e-9,8.3467e-9,3.2578e-1
28443,CC(CN(C)CCOC(=O)[Au])O[Cu],1.4881e+0,4.1970e+2,1.9000e+1,1.2726e+0,9.0597e-5,3.5803e-8,2.1681e-8,2.8943e-8,2.5733e-1
28444,C#CC(C)(N[Cu])C(=O)NC(COC(=O)[Au])C(N)=O,1.4505e+0,4.8572e+2,1.9000e+1,1.4524e+0,6.4866e-5,1.1498e-8,1.4172e-8,5.8279e-9,4.7066e-1
28445,CC(C)(C)C(=O)NCC(CN[Cu])OC(=O)[Au],1.3360e+0,4.6075e+2,3.1000e+1,1.2681e+0,5.7812e-5,2.3655e-8,1.3508e-8,9.1254e-9,1.8634e-1
28446,CC(CCN(C)C(C)(C)CO[Cu])OC(=O)[Au],1.4486e+0,4.6178e+2,1.7000e+1,1.1966e+0,5.4355e-5,3.9068e-8,2.7981e-8,2.4674e-8,-1.5251e-1
28447,CC(CNC(=O)C(CC(=O)O)NC(=O)[Au])N[Cu],1.3487e+0,4.7572e+2,1.9000e+1,1.4744e+0,3.6713e-5,9.7375e-9,7.0862e-9,6.5020e-9,3.2672e-1
28448,CC(=O)NCC(CNCC(C)O[Cu])OC(=O)[Au],1.3424e+0,4.7675e+2,1.9000e+1,1.3177e+0,9.1190e-5,2.6636e-8,1.4690e-8,1.4138e-8,2.5844e-1
28449,CCC(C)C(NC(=O)[Au])C(=O)NCCN[Cu],1.4559e+0,4.5977e+2,1.9000e+1,1.3119e+0,5.0900e-5,1.6231e-8,1.1127e-8,6.2743e-9,3.7106e-1
28450,CC(COC(=O)[Au])NC(=O)NCC#CCO[Cu],1.4941e+0,4.7272e+2,1.3000e+1,1.4203e+0,5.9501e-5,1.5114e-8,1.0395e-8,9.3711e-9,2.3198e-1
28451,CC(NCC(C)(C)O[Cu])C(C)(C)OC(=O)[Au],1.4415e+0,4.6178e+2,1.9000e+1,1.1900e+0,4.6680e-5,4.3001e-8,2.1887e-8,1.7774e-8,-4.5910e-1
28452,CN(CC(CO[Cu])OC(=O)[Au])C(=O)CC(=O)O,1.4787e+0,4.7769e+2,3.1000e+1,1.5167e+0,4.5850e-5,1.6242e-8,1.5254e-8,1.1790e-8,6.5425e-2
28453,CCCC(CNC(=O)[Au])O[Cu],1.3772e+0,3.8967e+2,3.1000e+1,1.2408e+0,4.8000e-5,2.7918e-8,1.2571e-8,1.2933e-8,-2.2669e-1
28454,CCC(NC)C(=O)NCC(CN[Cu])OC(=O)[Au],1.4919e+0,4.7577e+2,3.1000e+1,1.3162e+0,7.4847e-5,1.9995e-8,2.0055e-8,1.0357e-8,4.3842e-1
28455,CC#CCC(CO[Cu])NC(=O)COC(=O)[Au],1.4710e+0,4.5770e+2,1.9000e+1,1.3898e+0,4.4706e-5,1.4191e-8,1.2563e-8,1.1034e-8,2.9533e-1
28456,CC(CCO[Cu])CNC(C)C(C)OC(=O)[Au],1.3985e+0,4.6178e+2,1.6000e+1,1.1873e+0,5.0603e-5,3.7112e-8,2.3160e-8,3.1523e-8,-4.6429e-2
28457,CCCCC(CO[Cu])NC(=O)[Au],1.3986e+0,4.0370e+2,3.1000e+1,1.2174e+0,7.0765e-5,4.8125e-8,2.1231e-8,1.1677e-8,-4.3450e-1
28458,CC(CC#N)C(=O)NCC(CO[Cu])OC(=O)[Au],1.2610e+0,4.7272e+2,3.1000e+1,1.3890e+0,4.7653e-5,1.8137e-8,9.6091e-9,7.5144e-9,9.4734e-2
28459,CCC(C)C(CO[Cu])NC(=O)[Au],1.3986e+0,4.0370e+2,3.1000e+1,1.2222e+0,1.8612e-5,1.4264e-8,5.7467e-9,6.1716e-9,-2.1210e-1
28460,CCCCN(CCCO[Cu])CCNC(=O)[Au],1.4557e+0,4.6080e+2,1.7000e+1,1.1876e+0,7.1225e-5,3.3160e-8,1.8772e-8,2.5613e-8,1.5969e-1
28461,CC(C)(O[Cu])C(=O)NCC#CCOC(=O)[Au],1.4271e+0,4.5770e+2,1.6000e+1,1.3787e+0,3.9540e-5,1.4528e-8,9.1403e-9,7.8977e-9,-1.2087e-2
28462,CCN(CCO[Cu])CC(COC)OC(=O)[Au],1.4276e+0,4.6375e+2,1.9000e+1,1.2618e+0,1.3232e-4,5.2037e-8,1.9698e-8,3.2527e-8,-1.3349e-1
28463,C=CC(CO[Cu])NCC(OC(=O)[Au])C(=O)OC,1.3488e+0,4.7572e+2,1.9000e+1,1.3335e+0,5.1709e-5,2.6194e-8,1.2963e-8,1.7969e-8,-3.3435e-2
28464,CC(C)OCC(CNCC(C)O[Cu])OC(=O)[Au],1.3361e+0,4.7778e+2,1.9000e+1,1.1999e+0,7.1864e-5,4.1521e-8,2.6875e-8,2.5191e-8,-3.9198e-2
28465,CCCN(CCCCCO[Cu])CCOC(=O)[Au],1.4932e+0,4.7581e+2,1.4000e+1,1.1869e+0,6.6905e-5,4.9512e-8,2.9057e-8,4.0149e-8,-1.9111e-1
28466,COC(C)CCNC(=O)C(CO[Cu])NC(=O)[Au],1.4851e+0,4.7675e+2,3.1000e+1,1.3498e+0,7.3775e-5,2.3319e-8,1.7944e-8,1.0300e-8,2.6809e-1
28467,CC(OC(=O)[Au])C(=O)NCC(CC(=O)O)O[Cu],1.3366e+0,4.7769e+2,1.9000e+1,1.4882e+0,3.6815e-5,1.2235e-8,1.0285e-8,9.7595e-9,3.0936e-1
28468,CC(CNC(=O)[Au])CNC(=O)CNCCN[Cu],1.4799e+0,4.7478e+2,1.3000e+1,1.3260e+0,7.8812e-5,1.6861e-8,1.4006e-8,1.1683e-8,3.5904e-1
28469,CC(CO[Cu])CSCCOC(=O)[Au],1.3770e+0,4.3675e+2,1.7000e+1,1.3406e+0,9.3201e-5,4.1979e-8,2.2473e-8,4.0591e-8,1.5607e-1
28470,CC(COC(C)COC(C)COC(=O)[Au])O[Cu],1.4731e+0,4.7876e+2,1.4000e+1,1.2271e+0,1.2549e-4,6.3279e-8,2.9063e-8,4.7529e-8,3.4381e-2
28471,CC(CN(C)CCOC(=O)[Au])N[Cu],1.4972e+0,4.1871e+2,1.9000e+1,1.2558e+0,6.5023e-5,2.6888e-8,1.4142e-8,1.7447e-8,2.0168e-1
28472,CCC(CO[Cu])NC(=O)C(C)NC(=O)[Au],1.4013e+0,4.4672e+2,1.9000e+1,1.3238e+0,4.8149e-5,1.7783e-8,1.0954e-8,1.0239e-8,3.5930e-1
28473,CCCC(O[Cu])C(C)(C)NC(=O)[Au],1.4566e+0,4.1773e+2,3.1000e+1,1.1906e+0,3.1101e-5,2.1043e-8,1.7791e-8,7.8201e-9,-1.8497e-1
28474,O=C([Au])NCCCCNC(=O)CCCN[Cu],1.4678e+0,4.5977e+2,1.3000e+1,1.3163e+0,6.8997e-5,1.8524e-8,9.5318e-9,1.1359e-8,2.8090e-1
28475,O=C([Au])OCC(N[Cu])C(=O)NO,1.3708e+0,4.0662e+2,3.1000e+1,1.6287e+0,5.6243e-5,1.1319e-8,1.4216e-8,6.5046e-9,4.4661e-1
28476,CC(C)C(=O)NC(CO[Cu])COC(=O)[Au],1.4586e+0,4.4771e+2,2.6000e+1,1.3453e+0,3.4994e-5,1.6789e-8,8.9303e-9,8.4027e-9,4.5959e-2
28477,COCC(N[Cu])C(=O)N(C)CCNC(=O)[Au],1.4417e+0,4.6174e+2,1.9000e+1,1.3718e+0,6.2511e-5,2.0256e-8,7.6523e-9,8.7259e-9,7.5255e-2
28478,CCCC(N[Cu])C(=O)N(C)CCOC(=O)[Au],1.4488e+0,4.6075e+2,1.9000e+1,1.2969e+0,4.4521e-5,1.9855e-8,1.6368e-8,1.1716e-8,2.2895e-1
28479,COCC(CNCC(C)(C)O[Cu])OC(=O)[Au],1.4276e+0,4.6375e+2,1.9000e+1,1.2434e+0,7.2948e-5,3.7758e-8,1.6336e-8,2.2786e-8,4.3608e-2
28480,CC(C)(C)CCNC(=O)C(COC(=O)[Au])N[Cu],1.4987e+0,4.7478e+2,3.1000e+1,1.2707e+0,2.9182e-5,1.0843e-8,1.0281e-8,5.9757e-9,9.8595e-2
28481,CC(C)OCC(CNCCCOC(=O)[Au])O[Cu],1.4920e+0,4.7778e+2,1.7000e+1,1.2135e+0,8.0332e-5,5.0212e-8,2.5382e-8,3.6499e-8,-9.2427e-2
28482,C=C(CO[Cu])C(=O)NC(CC=CC)COC(=O)[Au],1.4396e+0,4.8576e+2,1.7000e+1,1.3102e+0,7.1390e-5,2.5042e-8,1.4574e-8,1.7889e-8,2.9272e-1
28483,CN(CCNC(=O)[Au])CC(C)(C)O[Cu],1.3764e+0,4.3274e+2,1.9000e+1,1.2297e+0,3.5656e-5,1.2104e-8,1.1969e-8,1.2025e-8,1.8719e-1
28484,CC(N[Cu])C(=O)NCCCCNC(=O)[Au],1.3918e+0,4.4574e+2,1.6000e+1,1.3361e+0,3.4456e-5,9.3543e-9,7.1876e-9,7.1227e-9,3.1272e-1
28485,O=C([Au])NCCCCCNCCCN[Cu],1.4645e+0,4.4578e+2,1.3000e+1,1.2243e+0,9.5397e-5,2.2714e-8,1.9883e-8,1.6706e-8,3.8549e-1
28486,C#CCCCNC(=O)C(CN[Cu])NC(=O)[Au],1.3702e+0,4.5574e+2,3.1000e+1,1.3614e+0,7.5262e-5,3.1051e-8,1.8845e-8,8.0618e-9,5.5690e-2
28487,CCNCCNC(=O)C(COC(=O)[Au])N[Cu],1.3295e+0,4.6174e+2,3.1000e+1,1.3438e+0,7.8597e-5,1.6464e-8,1.9428e-8,9.4411e-9,4.6535e-1
28488,CN(CCO[Cu])CC(C)(C)COC(=O)[Au],1.4146e+0,4.4775e+2,1.7000e+1,1.2192e+0,6.1012e-5,3.4060e-8,2.0322e-8,3.1575e-8,-5.5270e-2
28489,CC(CCCOC(=O)[Au])N[Cu],1.4510e+0,3.8967e+2,2.2000e+1,1.2585e+0,4.6348e-5,2.1624e-8,1.1674e-8,1.4919e-8,1.6444e-1
28490,COCCCN(C)CC(CN[Cu])OC(=O)[Au],1.3228e+0,4.6277e+2,3.1000e+1,1.2376e+0,1.2175e-4,5.2382e-8,2.1121e-8,2.7808e-8,2.7773e-1
28491,CN(CCO[Cu])CC(OC(=O)[Au])C(F)(F)F,1.3616e+0,4.7367e+2,1.9000e+1,1.4668e+0,3.7675e-5,2.3491e-8,1.2174e-8,1.6120e-8,-1.1883e-1
28492,CC(C)C(N[Cu])C(=O)NCCCCNC(=O)[Au],1.4524e+0,4.7379e+2,1.6000e+1,1.2828e+0,4.1151e-5,1.3030e-8,9.0324e-9,7.9298e-9,1.7121e-1
28493,CCC(C)NCC(COC(=O)[Au])O[Cu],1.3228e+0,4.3373e+2,3.1000e+1,1.2088e+0,3.8898e-5,4.4587e-8,2.3329e-8,2.0344e-8,-7.3989e-2
28494,CN(CCCCCO[Cu])CC(C)(C)OC(=O)[Au],1.4932e+0,4.7581e+2,1.4000e+1,1.1833e+0,4.2496e-5,2.8815e-8,1.6175e-8,3.2553e-8,-6.4766e-2
